text,label,source,clean_text
"Kredit UMKM BRI Tembus Rp 989,6 Triliun pada Kuartal I 2023",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,kredit umkm bri tembus rp triliun pada kuartal i
"Polisi Temukan Pisau Lipat, Pimwil BRI Diduga Bunuh Diri",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,polisi temukan pisau lipat pimwil bri diduga bunuh diri
"Ada Layanan SIM Online BRI, Perpanjangan SIM Tak Perlu ke Kota Asal",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,ada layanan sim online bri perpanjangan sim tak perlu ke kota asal
"Butuh Info Mudik 2015? Install Aplikasi Jalur Mudik BRI 2015 dari detikcom, Gratis!",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,butuh info mudik install aplikasi jalur mudik bri dari detikcom gratis
"BRI Beri Dividen Rp 14,04 Triliun kepada Negara",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri beri dividen rp triliun kepada negara
"Call Center BRI Palsu di Denpasar, Bank Diminta Ikut Bertanggung Jawab",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,call center bri palsu di denpasar bank diminta ikut bertanggung jawab
"Bertahan Dari Ekonomi Global, Kredit Mikro BRI Tumbuh 15%",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bertahan dari ekonomi global kredit mikro bri tumbuh
Dirut BRI Ungkap Penyebab Silicon Valley Bank Bisa Bangkrut,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,dirut bri ungkap penyebab silicon valley bank bisa bangkrut
"Bantah Jatuh, Ini Penjelasan BRI soal Insiden Lift",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,bantah jatuh ini penjelasan bri soal insiden lift
BRI Pesta Rakyat Simpedes 2022 Siap Ramaikan Kota Bandar Lampung,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri pesta rakyat simpedes siap ramaikan kota bandar lampung
"Melantai Di Bursa, Saham BRI Syariah Naik 17 Persen",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,melantai di bursa saham bri syariah naik persen
Polisi Soal Perampok Bawa Bom di BRI RS dr Sardjito: Ini Modus Baru,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,polisi soal perampok bawa bom di bri rs dr sardjito ini modus baru
"Kerja Sama dengan Traveloka, BRI Rilis Fitur Baru di Aplikasi BRImo",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,kerja sama dengan traveloka bri rilis fitur baru di aplikasi brimo
BRI Insurance Terus Berinovasi Tingkatkan Value Perusahaan,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri insurance terus berinovasi tingkatkan value perusahaan
"Gokil! Setoran BRI ke Negara Capai Rp 136,5 T Selama 5 Tahun",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,gokil setoran bri ke negara capai rp t selama tahun
"Bank BRI Tetap Operasi Selama Lebaran, Pelayanan Terbatas",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bank bri tetap operasi selama lebaran pelayanan terbatas
"Forbes: BRI Paling Profitable, Kuncinya Fokus dan Melayani",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,forbes bri paling profitable kuncinya fokus dan melayani
"Paket Mencurigakan di BRI Tambora Bukan Bom, Isinya Paku & Baterai",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,paket mencurigakan di bri tambora bukan bom isinya paku baterai
Direksi dan Komisaris BRI Berbondong-bondong Beli Saham BBRI,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,direksi dan komisaris bri berbondong bondong beli saham bbri
"Hari Anak Nasional, BRI Gandeng Pelajar dan Aktivis Cilik",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,hari anak nasional bri gandeng pelajar dan aktivis cilik
"Tak Bayar 19 Tahun Gaji Eks Buruh PT PGNI, Bank BRI Dikecam",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,tak bayar tahun gaji eks buruh pt pgni bank bri dikecam
"Bantu Korban Banjir Kalsel, BRI Dirikan Posko & Donasi Rp 125 Juta",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bantu korban banjir kalsel bri dirikan posko donasi rp juta
"Intip Sederet Promo BRI Online Travel Fair 2022, Ada Diskon Flash Sale hingga 50 Persen",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,intip sederet promo bri online travel fair ada diskon flash sale hingga persen
5.382 BRI Unit Se-Indonesia Bagikan Sejuta Masker ke Pedagang Pasar,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri unit se indonesia bagikan sejuta masker ke pedagang pasar
Mesin ATM BRI Digondol Perampok Bersenjata Api di Bekasi,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,mesin atm bri digondol perampok bersenjata api di bekasi
BRI Raup Laba Rp 18 Triliun di Kuartal III,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri raup laba rp triliun di kuartal iii
BRI Kembali Gelar BRILian Preneur UMKM Export 2020,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri kembali gelar brilian preneur umkm export
Tanggapan BRI untuk Surat Pembaca Bapak Wandri,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,tanggapan bri untuk surat pembaca bapak wandri
Mantap! Kinerja Impresif BRI Diperkirakan Berlanjut di 2023,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,mantap kinerja impresif bri diperkirakan berlanjut di
"Bawa Kabur Rp 6 Miliar, Karyawan BRI Akhirnya Dibekuk",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,bawa kabur rp miliar karyawan bri akhirnya dibekuk
Belum Menerima Nomor PIN Kartu Kredit BRI,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,belum menerima nomor pin kartu kredit bri
"Rombak Direksi dan Hapuskan Posisi Wadirut, Ini Penjelasan Bos BRI",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,rombak direksi dan hapuskan posisi wadirut ini penjelasan bos bri
"Raup Laba Rp51,4 triliun, Erick Thohir Apresiasi Keberhasilan BRI Lakukan Efisiensi",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,raup laba rp triliun erick thohir apresiasi keberhasilan bri lakukan efisiensi
Kemendag Apresiasi BRI Dukung Pembiayaan Sistem Resi Gudang,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,kemendag apresiasi bri dukung pembiayaan sistem resi gudang
Korsleting Genset Picu Kebakaran Kantor Bank BRI di Medan,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,korsleting genset picu kebakaran kantor bank bri di medan
"BRI Tebar Dividen Rp 288 per Saham, 85 Persen dari Laba Bersih 2022",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri tebar dividen rp per saham persen dari laba bersih
"Yuk, Intip Potensi UMKM di BRI Microfinance Outlook 2023",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,yuk intip potensi umkm di bri microfinance outlook
"BRI Buka Program Magang Kampus Merdeka, Catat Jadwalnya",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri buka program magang kampus merdeka catat jadwalnya
"BRI Danareksa Garap Proyek Rp 100 T Andalan Jokowi, Apa?",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri danareksa garap proyek rp t andalan jokowi apa
"Pegawai di Gedung BRI 2 Demam, Diperiksa Kaitannya dengan Virus Corona",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,pegawai di gedung bri demam diperiksa kaitannya dengan virus corona
BRI Bagikan 10 Mesin Kapal Baru ke Nelayan di Labuan Bajo,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri bagikan mesin kapal baru ke nelayan di labuan bajo
"Bareng BRI, 5.000 Peserta Jalan Sehat Ramaikan HUT ke-74 RI di Papua",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bareng bri peserta jalan sehat ramaikan hut ke ri di papua
Mohon Tanggapan Masalah Top Up Saldo DANA Melalui BRI!,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,mohon tanggapan masalah top up saldo dana melalui bri
Langkah BRI Dorong Akselerasi Pemulihan Ekonomi Lewat Kebangkitan UMKM,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,langkah bri dorong akselerasi pemulihan ekonomi lewat kebangkitan umkm
Kemenanganlah yang Bisa Menjaga Peluang Persela Bertahan di BRI Liga 1,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,kemenanganlah yang bisa menjaga peluang persela bertahan di bri liga
"BRI Microfinance Outlook 2023 Kembali Hadir, Buruan Daftar!",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri microfinance outlook kembali hadir buruan daftar
BRI dan LEN Industri Bersinergi Bangun Sistem PLTS Atap,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri dan len industri bersinergi bangun sistem plts atap
"Usai Rampok BRI, Anton ke Purwokerto Temui Istri yang Lagi Hamil",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,usai rampok bri anton ke purwokerto temui istri yang lagi hamil
"Money Changer BRI, Upaya Jaga Kedaulatan Rupiah di Perbatasan RI-PNG",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,money changer bri upaya jaga kedaulatan rupiah di perbatasan ri png
BRI Raih Penghargaan Top BUMN Awards 2022,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri raih penghargaan top bumn awards
Pemuda Lampung Minta Maaf Usai Viral Robek Buku Tabungan BRI,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,pemuda lampung minta maaf usai viral robek buku tabungan bri
Langkah BRI Lindungi Nasabah dari Kejahatan Duplikasi Kartu Skimming,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,langkah bri lindungi nasabah dari kejahatan duplikasi kartu skimming
"Politikus PDIP-Hanura Jadi Komisaris BRI, Istana Tepis Bagi-bagi Jabatan",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,politikus pdip hanura jadi komisaris bri istana tepis bagi bagi jabatan
"Bukan Sok-sokan, BRI Siap Jadi Market Leader ESG",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bukan sok sokan bri siap jadi market leader esg
Sinergi BRI dan Kemenkop UKM Bawa UMKM Lokal Tampil di G20,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,sinergi bri dan kemenkop ukm bawa umkm lokal tampil di g
"Polisi Amankan Keris dan Golok dari Tangan Perampok BRI Rp 6,7 M",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,polisi amankan keris dan golok dari tangan perampok bri rp m
Mantap! BRI Dinobatkan Jadi Bank Terbaik di Indonesia,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,mantap bri dinobatkan jadi bank terbaik di indonesia
"Tiga Bulan Pertama 2022, Grup BRI Cetak Laba Bersih Rp 12,2 Triliun",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,tiga bulan pertama grup bri cetak laba bersih rp triliun
Api Lalap Bank BRI di Pangkalan Asem,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,api lalap bank bri di pangkalan asem
"Teras BRI Kapal, Upaya Edukasi Keuangan untuk Masyarakat Pesisir",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,teras bri kapal upaya edukasi keuangan untuk masyarakat pesisir
BANK BRI Beri Harga Istimewa Tiket Garuda Indonesia untuk Mudik,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bank bri beri harga istimewa tiket garuda indonesia untuk mudik
"BRI Naikan Pencadangan dengan NPL Coverage 305,73%",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri naikan pencadangan dengan npl coverage
SuperApps BRImo Ramai Digunakan Saat Pesta Rakyat Simpedes,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,superapps brimo ramai digunakan saat pesta rakyat simpedes
BRI Siapkan Strategi Populerkan Transaksi Menggunakan QRIS Cross Border,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri siapkan strategi populerkan transaksi menggunakan qris cross border
BRI Siap Salurkan KUR Rp 12 Triliun di Maret 2023,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri siap salurkan kur rp triliun di maret
Begini Pengakuan Pengunggah Struk BRI Berisi Lirik Lagu Ed Sheeran,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,begini pengakuan pengunggah struk bri berisi lirik lagu ed sheeran
BRI Gelar Mudik Gratis Pakai Kereta Api untuk Kurangi Kemacetan,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri gelar mudik gratis pakai kereta api untuk kurangi kemacetan
Kabar Gembira! Kini Nasabah Bank Raya Bisa Pakai BRImo,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,kabar gembira kini nasabah bank raya bisa pakai brimo
BRI Dorong Peningkatan Kualitas Jurnalis Indonesia,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri dorong peningkatan kualitas jurnalis indonesia
"Viral Struk BRI Berisi Lirik Lagu Ed Sheeran, Pengunggah Minta Maaf",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,viral struk bri berisi lirik lagu ed sheeran pengunggah minta maaf
"Catatkan Sejarah UMKM, BRI Resmi Jadi Induk Holding BUMN Ultra Mikro",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,catatkan sejarah umkm bri resmi jadi induk holding bumn ultra mikro
"Penerapan ESG Makin Diakui Dunia, BRI Raih 2 Penghargaan Internasional The Asset Triple A",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,penerapan esg makin diakui dunia bri raih penghargaan internasional the asset triple a
"BRI: Transaksi BRImo Melonjak 144,66 Persen Jadi Rp 322,83 Triliun",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri transaksi brimo melonjak persen jadi rp triliun
"Dicuekin, Dicurigai hingga Diancam Dilaporkan, Pionir Agen BRILink di Brebes Ini Pantang Menyerah Demi Meyakinkan Nasabah",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,dicuekin dicurigai hingga diancam dilaporkan pionir agen brilink di brebes ini pantang menyerah demi meyakinkan nasabah
Bank BRI Tunjuk Aestika Oryza Gunarto Sebagai Corporate Secretary,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bank bri tunjuk aestika oryza gunarto sebagai corporate secretary
"Gerakan Pakai Masker, BRI Dukung Aktivitas Ekonomi Pasar Tradisional",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,gerakan pakai masker bri dukung aktivitas ekonomi pasar tradisional
Alarm Indomart Menteng Berbunyi Saat Maling Bobol ATM BRI,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,alarm indomart menteng berbunyi saat maling bobol atm bri
"Jadikan Ibu Kota Baru Hijau, BRI Tanam Pohon Langka Borneo",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,jadikan ibu kota baru hijau bri tanam pohon langka borneo
"BRI Tebar Dividen Rp 26,4 Triliun, Erick Thohir Sebut Bukti Kesuksesan Holding Ultra Mikro",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri tebar dividen rp triliun erick thohir sebut bukti kesuksesan holding ultra mikro
Kontrakan Teroris di Ciputat Jadi Base Camp Usai Merampok BRI Tangerang,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,kontrakan teroris di ciputat jadi base camp usai merampok bri tangerang
"Sambut Ramadhan, BRI Donasi Rp 250 Juta untuk Masjid Istiqlal",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,sambut ramadhan bri donasi rp juta untuk masjid istiqlal
"Kawanan Bandit Satroni ATM BRI, CCTV Dilumuri Detergen",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,kawanan bandit satroni atm bri cctv dilumuri detergen
"Kuat Terapkan ESG, Kredit Berkelanjutan BRI Tembus Rp 657,1 T",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,kuat terapkan esg kredit berkelanjutan bri tembus rp t
BRI Dorong Pedagang Pasar di Sidorajo Ubah Limbah Jadi Cuan,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri dorong pedagang pasar di sidorajo ubah limbah jadi cuan
"BRI Gelar Nobar Srimulat Hil yang Mustahal, Dukung Industri Perfilman Indonesia",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri gelar nobar srimulat hil yang mustahal dukung industri perfilman indonesia
Pasar Pembiayaan Segmen Unbankable Bakal Luas Berkat Rights Issue BRI,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,pasar pembiayaan segmen unbankable bakal luas berkat rights issue bri
"Kebakaran di Gedung Sentra BRI Padam, Penyebab Korsleting Listrik",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,kebakaran di gedung sentra bri padam penyebab korsleting listrik
"Kisah Pilu Nasabah BRI, Tabungan Rp 65 Juta untuk Berobat Justru Hilang",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,kisah pilu nasabah bri tabungan rp juta untuk berobat justru hilang
Transformasi Bikin Investor Ritel BRI Melesat 6 Kali Dalam Dua Tahun,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,transformasi bikin investor ritel bri melesat kali dalam dua tahun
